source_csv,stage,case_id,vehicle_id,delta_h0_m,delta_v0_mps,inside_u3,combined_source,source_n_rows_total,schema_ok,replayed_dwell,terminal_reason_ok,terminal_reason_available,success_flag_any,success_flag_available,close_pass_any,strict_success,n_rows,first_confirm_index,min_abs_h_error,min_abs_v_error,min_abs_s_error,notes
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc006_hp143p865_vm0p634\phase2_B5A_hp143p865m_vm0p634303mps_sp2deg_combined.csv,B5A,phase2_B5A_hp143p865m_vm0p634303mps_sp2deg_combined,2,143.865,-0.634,True,True,17489,True,True,True,True,True,True,False,True,5814,5808.0,2.1334272748172225,4.107556451283926,0.5252224252035376,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c046_hp1p809_vm0p086_combined.csv,B5D,b5c046_hp1p809_vm0p086_combined,2,1.809,-0.086,True,True,17489,True,True,True,True,True,True,False,True,5814,5808.0,3.7908022466217517,4.4374830782930985,0.7311388073721901,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc006_hp143p865_vm0p634\phase2_B5A_hp143p865m_vm0p634303mps_sp2deg_combined.csv,B5A,phase2_B5A_hp143p865m_vm0p634303mps_sp2deg_combined,0,143.865,-0.634,True,True,17489,True,True,True,True,True,True,False,True,5853,5847.0,1.8674604489133344,0.8920359039159393,0.7747952410645667,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc006_hp143p865_vm0p634\phase2_B5A_hp143p865m_vm0p634303mps_sp2deg_combined.csv,B5A,phase2_B5A_hp143p865m_vm0p634303mps_sp2deg_combined,1,143.865,-0.634,True,True,17489,True,True,True,True,True,True,False,True,5822,5816.0,8.446248294396355,0.5351379018688931,0.10590854301699437,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c046_hp1p809_vm0p086_combined.csv,B5D,b5c046_hp1p809_vm0p086_combined,0,1.809,-0.086,True,True,17489,True,True,True,True,True,True,False,True,5854,5848.0,9.630906495771342,0.026847203328316027,0.718702400517941,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c046_hp1p809_vm0p086\phase2_B5A_hp1p80927m_vm0p0859789mps_sp2deg_combined.csv,B5D,phase2_B5A_hp1p80927m_vm0p0859789mps_sp2deg_combined,0,1.809,-0.086,True,True,17489,True,True,True,True,True,True,False,True,5854,5848.0,9.630906495771342,0.026847203328316027,0.718702400517941,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c046_hp1p809_vm0p086\phase2_B5A_hp1p80927m_vm0p0859789mps_sp2deg_combined.csv,B5D,phase2_B5A_hp1p80927m_vm0p0859789mps_sp2deg_combined,2,1.809,-0.086,True,True,17489,True,True,True,True,True,True,False,True,5814,5808.0,3.7908022466217517,4.4374830782930985,0.7311388073721901,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c006_hp262p371_vm3p022\phase2_B5A_hp262p371m_vm3p02167mps_sp2deg_combined.csv,B5D,phase2_B5A_hp262p371m_vm3p02167mps_sp2deg_combined,1,262.371,-3.022,True,True,17490,True,True,True,True,True,True,False,True,5827,5820.0,9.351182302743837,0.38059027509802945,0.7598796409874922,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c006_hp262p371_vm3p022_combined.csv,B5D,b5c006_hp262p371_vm3p022_combined,0,262.371,-3.022,True,True,17490,True,True,True,True,True,True,False,True,5846,5839.0,1.6588396162369463,1.8966143760596879,0.26044625499343965,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c006_hp262p371_vm3p022\phase2_B5A_hp262p371m_vm3p02167mps_sp2deg_combined.csv,B5D,phase2_B5A_hp262p371m_vm3p02167mps_sp2deg_combined,2,262.371,-3.022,True,True,17490,True,True,True,True,True,True,False,True,5817,5810.0,8.298046614938357,0.9244323064519904,1.0053972281166352,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c006_hp262p371_vm3p022_combined.csv,B5D,b5c006_hp262p371_vm3p022_combined,2,262.371,-3.022,True,True,17490,True,True,True,True,True,True,False,True,5817,5810.0,8.298046614938357,0.9244323064519904,1.0053972281166352,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c006_hp262p371_vm3p022_combined.csv,B5D,b5c006_hp262p371_vm3p022_combined,1,262.371,-3.022,True,True,17490,True,True,True,True,True,True,False,True,5827,5820.0,9.351182302743837,0.38059027509802945,0.7598796409874922,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c006_hp262p371_vm3p022\phase2_B5A_hp262p371m_vm3p02167mps_sp2deg_combined.csv,B5D,phase2_B5A_hp262p371m_vm3p02167mps_sp2deg_combined,0,262.371,-3.022,True,True,17490,True,True,True,True,True,True,False,True,5846,5839.0,1.6588396162369463,1.8966143760596879,0.26044625499343965,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c017_hp184p675_vm5p902\phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_combined.csv,B5A,phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_combined,2,184.675,-5.902,True,True,17491,True,True,True,True,True,True,False,True,5816,5810.0,4.586102441720868,2.469768646387138,0.0680889669311,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c017_hp184p675_vm5p902_combined.csv,B5C,b5c017_hp184p675_vm5p902_combined,2,184.675,-5.902,True,True,17491,True,True,True,True,True,True,False,True,5816,5810.0,4.586102441720868,2.469768646387138,0.0680889669311,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c017_hp184p675_vm5p902_combined.csv,B5C,b5c017_hp184p675_vm5p902_combined,1,184.675,-5.902,True,True,17491,True,True,True,True,True,True,False,True,5823,5816.0,5.381683222251013,0.0714233394276107,0.05746777854801621,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c017_hp184p675_vm5p902\phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_combined.csv,B5A,phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_combined,0,184.675,-5.902,True,True,17491,True,True,True,True,True,True,False,True,5852,5846.0,10.361804697280604,0.6762960693990863,0.4006877263309434,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c017_hp184p675_vm5p902\phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_combined.csv,B5A,phase2_B5A_hp184p675m_vm5p90229mps_sp2deg_combined,1,184.675,-5.902,True,True,17491,True,True,True,True,True,True,False,True,5823,5816.0,5.381683222251013,0.0714233394276107,0.05746777854801621,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c017_hp184p675_vm5p902_combined.csv,B5C,b5c017_hp184p675_vm5p902_combined,0,184.675,-5.902,True,True,17491,True,True,True,True,True,True,False,True,5852,5846.0,10.361804697280604,0.6762960693990863,0.4006877263309434,
store\data_saved\phase2_B3A_heading_spread_report\phase2_B3A_spread_1deg_combined.csv,B3,phase2_B3A_spread_1deg_combined,1,,,,True,17492,True,True,True,True,True,True,False,True,5834,5828.0,0.4972516618290683,0.5890364176959793,0.5568661253710161,
store\data_saved\phase2_B3A_heading_spread_report\phase2_B3A_spread_1deg_combined.csv,B3,phase2_B3A_spread_1deg_combined,0,,,,True,17492,True,True,True,True,True,True,False,True,5842,5836.0,7.830760032182297,0.5965998720696462,0.30182914429315133,
store\data_saved\phase2_B3A_heading_spread_report\phase2_B3A_spread_1deg_combined.csv,B3,phase2_B3A_spread_1deg_combined,2,,,,True,17492,True,True,True,True,True,True,False,True,5816,5809.0,0.74834126159476,0.8536454978006986,0.44102047818887513,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c008_hp195p154_vm9p360\phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_combined.csv,B5A,phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_combined,2,195.154,-9.36,True,True,17494,True,True,True,True,True,True,False,True,5819,5812.0,1.975527487218642,1.495836022618505,0.6110524489049567,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c025_hp301p310_vp8p988_combined.csv,B5C,b5c025_hp301p310_vp8p988_combined,2,301.31,8.988,True,True,17494,True,True,True,True,True,True,False,True,5808,5800.0,8.202048138988175,1.5882367245415026,0.832417171652196,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c027_hp17p447_vm0p662\phase2_B5A_hp17p4472m_vm0p661801mps_sp2deg_combined.csv,B5A,phase2_B5A_hp17p4472m_vm0p661801mps_sp2deg_combined,2,17.447,-0.662,True,True,17494,True,True,True,True,True,True,False,True,5806,5800.0,4.434079778111482,6.713542069040841,0.9316633160124184,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c027_hp17p447_vm0p662\phase2_B5A_hp17p4472m_vm0p661801mps_sp2deg_combined.csv,B5A,phase2_B5A_hp17p4472m_vm0p661801mps_sp2deg_combined,1,17.447,-0.662,True,True,17494,True,True,True,True,True,True,False,True,5834,5828.0,1.463269587871764,0.8619400136763034,0.5851829484672635,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c027_hp17p447_vm0p662\phase2_B5A_hp17p4472m_vm0p661801mps_sp2deg_combined.csv,B5A,phase2_B5A_hp17p4472m_vm0p661801mps_sp2deg_combined,0,17.447,-0.662,True,True,17494,True,True,True,True,True,True,False,True,5854,5848.0,1.8512760328885633,2.455306970638958,0.7339647936969413,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c025_hp301p310_vp8p988_combined.csv,B5C,b5c025_hp301p310_vp8p988_combined,0,301.31,8.988,True,True,17494,True,True,True,True,True,True,False,True,5851,5844.0,0.5210732908126374,0.7068402859599701,0.1246930860215798,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c027_hp17p447_vm0p662_combined.csv,B5C,b5c027_hp17p447_vm0p662_combined,2,17.447,-0.662,True,True,17494,True,True,True,True,True,True,False,True,5806,5800.0,4.434079778111482,6.713542069040841,0.9316633160124184,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c027_hp17p447_vm0p662_combined.csv,B5C,b5c027_hp17p447_vm0p662_combined,1,17.447,-0.662,True,True,17494,True,True,True,True,True,True,False,True,5834,5828.0,1.463269587871764,0.8619400136763034,0.5851829484672635,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c008_hp195p154_vm9p360\phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_combined.csv,B5A,phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_combined,0,195.154,-9.36,True,True,17494,True,True,True,True,True,True,False,True,5852,5846.0,15.576158506421052,0.486899556715116,0.5329756713326788,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c008_hp195p154_vm9p360\phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_combined.csv,B5A,phase2_B5A_hp195p154m_vm9p35963mps_sp2deg_combined,1,195.154,-9.36,True,True,17494,True,True,True,True,True,True,False,True,5823,5817.0,1.1032310967457306,1.6543767369807938,0.13031014975422295,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc026_hp286p924_vm10p109\phase2_B5A_hp286p924m_vm10p1089mps_sp2deg_combined.csv,B5A,phase2_B5A_hp286p924m_vm10p1089mps_sp2deg_combined,0,286.924,-10.109,False,True,17494,True,True,True,True,True,True,False,True,5841,5835.0,1.2589878490471165,1.686787811612021,0.0550580595881911,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c025_hp301p310_vp8p988_combined.csv,B5C,b5c025_hp301p310_vp8p988_combined,1,301.31,8.988,True,True,17494,True,True,True,True,True,True,False,True,5835,5828.0,8.956536713350943,2.0020535663691135,0.5840360256770509,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c008_hp195p154_vm9p360_combined.csv,B5C,b5c008_hp195p154_vm9p360_combined,2,195.154,-9.36,True,True,17494,True,True,True,True,True,True,False,True,5819,5812.0,1.975527487218642,1.495836022618505,0.6110524489049567,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c008_hp195p154_vm9p360_combined.csv,B5C,b5c008_hp195p154_vm9p360_combined,1,195.154,-9.36,True,True,17494,True,True,True,True,True,True,False,True,5823,5817.0,1.1032310967457306,1.6543767369807938,0.13031014975422295,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c008_hp195p154_vm9p360_combined.csv,B5C,b5c008_hp195p154_vm9p360_combined,0,195.154,-9.36,True,True,17494,True,True,True,True,True,True,False,True,5852,5846.0,15.576158506421052,0.486899556715116,0.5329756713326788,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc026_hp286p924_vm10p109_combined.csv,B5B,mc026_hp286p924_vm10p109_combined,2,286.924,-10.109,False,True,17494,True,True,True,True,True,True,False,True,5813,5807.0,1.1278232412805664,0.6586597188359065,0.5280455254833214,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c025_hp301p310_vp8p988\phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_combined.csv,B5A,phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_combined,2,301.31,8.988,True,True,17494,True,True,True,True,True,True,False,True,5808,5800.0,8.202048138988175,1.5882367245415026,0.832417171652196,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c025_hp301p310_vp8p988\phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_combined.csv,B5A,phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_combined,1,301.31,8.988,True,True,17494,True,True,True,True,True,True,False,True,5835,5828.0,8.956536713350943,2.0020535663691135,0.5840360256770509,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c025_hp301p310_vp8p988\phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_combined.csv,B5A,phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_combined,0,301.31,8.988,True,True,17494,True,True,True,True,True,True,False,True,5851,5844.0,0.5210732908126374,0.7068402859599701,0.1246930860215798,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc026_hp286p924_vm10p109_combined.csv,B5B,mc026_hp286p924_vm10p109_combined,1,286.924,-10.109,False,True,17494,True,True,True,True,True,True,False,True,5840,5834.0,15.697645186457521,2.132059186735205,0.08986231183371274,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc026_hp286p924_vm10p109\phase2_B5A_hp286p924m_vm10p1089mps_sp2deg_combined.csv,B5A,phase2_B5A_hp286p924m_vm10p1089mps_sp2deg_combined,1,286.924,-10.109,False,True,17494,True,True,True,True,True,True,False,True,5840,5834.0,15.697645186457521,2.132059186735205,0.08986231183371274,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc026_hp286p924_vm10p109\phase2_B5A_hp286p924m_vm10p1089mps_sp2deg_combined.csv,B5A,phase2_B5A_hp286p924m_vm10p1089mps_sp2deg_combined,2,286.924,-10.109,False,True,17494,True,True,True,True,True,True,False,True,5813,5807.0,1.1278232412805664,0.6586597188359065,0.5280455254833214,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc026_hp286p924_vm10p109_combined.csv,B5B,mc026_hp286p924_vm10p109_combined,0,286.924,-10.109,False,True,17494,True,True,True,True,True,True,False,True,5841,5835.0,1.2589878490471165,1.686787811612021,0.0550580595881911,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c027_hp17p447_vm0p662_combined.csv,B5C,b5c027_hp17p447_vm0p662_combined,0,17.447,-0.662,True,True,17494,True,True,True,True,True,True,False,True,5854,5848.0,1.8512760328885633,2.455306970638958,0.7339647936969413,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c007_hp278p652_vm0p283\phase2_B5A_hp278p652m_vm0p282673mps_sp2deg_combined.csv,B5D,phase2_B5A_hp278p652m_vm0p282673mps_sp2deg_combined,0,278.652,-0.283,True,True,17495,True,True,True,True,True,True,False,True,5849,5842.0,4.309693995841371,1.349802285125179,0.3154769678512821,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c007_hp278p652_vm0p283\phase2_B5A_hp278p652m_vm0p282673mps_sp2deg_combined.csv,B5D,phase2_B5A_hp278p652m_vm0p282673mps_sp2deg_combined,1,278.652,-0.283,True,True,17495,True,True,True,True,True,True,False,True,5827,5821.0,3.496130085801269,0.5952320925543972,0.4408946583425859,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c014_hp190p148_vm1p949_combined.csv,B5D,b5c014_hp190p148_vm1p949_combined,1,190.148,-1.949,True,True,17495,True,True,True,True,True,True,False,True,5837,5831.0,1.0903580218400748,0.5915402437560715,0.7612558996333973,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c014_hp190p148_vm1p949_combined.csv,B5D,b5c014_hp190p148_vm1p949_combined,0,190.148,-1.949,True,True,17495,True,True,True,True,True,True,False,True,5839,5833.0,1.373486220552877,0.0038274702249054826,0.11295861273538321,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c007_hp278p652_vm0p283_combined.csv,B5D,b5c007_hp278p652_vm0p283_combined,2,278.652,-0.283,True,True,17495,True,True,True,True,True,True,False,True,5819,5812.0,1.460093679430429,1.0836257805256082,0.4071987455681665,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c001_hp392p403_vm2p262\phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_combined.csv,B5A,phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_combined,1,392.403,-2.262,True,True,17495,True,True,True,True,True,True,False,True,5823,5817.0,0.6777319877110131,0.5288968810712049,0.31847622952773236,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c001_hp392p403_vm2p262_combined.csv,B5C,b5c001_hp392p403_vm2p262_combined,0,392.403,-2.262,True,True,17495,True,True,True,True,True,True,False,True,5854,5848.0,5.9227844000197365,0.02371163795760367,0.6486035505440668,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c001_hp392p403_vm2p262_combined.csv,B5C,b5c001_hp392p403_vm2p262_combined,1,392.403,-2.262,True,True,17495,True,True,True,True,True,True,False,True,5823,5817.0,0.6777319877110131,0.5288968810712049,0.31847622952773236,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c002_hp147p164_vp7p682_combined.csv,B5C,b5c002_hp147p164_vp7p682_combined,2,147.164,7.682,True,True,17495,True,True,True,True,True,True,False,True,5814,5807.0,31.78014017897658,2.241929336553085,1.0267378509233822,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c001_hp392p403_vm2p262\phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_combined.csv,B5A,phase2_B5A_hp392p403m_vm2p26165mps_sp2deg_combined,2,392.403,-2.262,True,True,17495,True,True,True,True,True,True,False,True,5818,5812.0,4.157819030697283,0.8265804598208888,0.9210212592297466,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c014_hp190p148_vm1p949\phase2_B5A_hp190p148m_vm1p94853mps_sp2deg_combined.csv,B5D,phase2_B5A_hp190p148m_vm1p94853mps_sp2deg_combined,1,190.148,-1.949,True,True,17495,True,True,True,True,True,True,False,True,5837,5831.0,1.0903580218400748,0.5915402437560715,0.7612558996333973,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c002_hp147p164_vp7p682_combined.csv,B5C,b5c002_hp147p164_vp7p682_combined,0,147.164,7.682,True,True,17495,True,True,True,True,True,True,False,True,5857,5850.0,3.3228445650165668,2.3946569292807,0.8355976073435158,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c002_hp147p164_vp7p682_combined.csv,B5C,b5c002_hp147p164_vp7p682_combined,1,147.164,7.682,True,True,17495,True,True,True,True,True,True,False,True,5824,5817.0,15.928768993879203,0.3757984236892753,0.08344660673901672,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c014_hp190p148_vm1p949\phase2_B5A_hp190p148m_vm1p94853mps_sp2deg_combined.csv,B5D,phase2_B5A_hp190p148m_vm1p94853mps_sp2deg_combined,0,190.148,-1.949,True,True,17495,True,True,True,True,True,True,False,True,5839,5833.0,1.373486220552877,0.0038274702249054826,0.11295861273538321,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c007_hp278p652_vm0p283_combined.csv,B5D,b5c007_hp278p652_vm0p283_combined,1,278.652,-0.283,True,True,17495,True,True,True,True,True,True,False,True,5827,5821.0,3.496130085801269,0.5952320925543972,0.4408946583425859,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c014_hp190p148_vm1p949_combined.csv,B5D,b5c014_hp190p148_vm1p949_combined,2,190.148,-1.949,True,True,17495,True,True,True,True,True,True,False,True,5819,5813.0,3.5592954522107902,0.3818591280548844,0.4588778500256012,
