source_csv,stage,case_id,vehicle_id,delta_h0_m,delta_v0_mps,inside_u3,combined_source,source_n_rows_total,schema_ok,replayed_dwell,terminal_reason_ok,terminal_reason_available,success_flag_any,success_flag_available,close_pass_any,strict_success,n_rows,first_confirm_index,min_abs_h_error,min_abs_v_error,min_abs_s_error,notes
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c031_hp110p319_vp5p597_combined.csv,B5D,b5c031_hp110p319_vp5p597_combined,0,110.319,5.597,True,True,17479,True,True,True,True,True,True,False,True,5839,5833.0,4.96846939495299,3.4903461645847074,0.38638938691292424,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c031_hp110p319_vp5p597\phase2_B5A_hp110p319m_vp5p59707mps_sp2deg_combined.csv,B5D,phase2_B5A_hp110p319m_vp5p59707mps_sp2deg_combined,2,110.319,5.597,True,True,17479,True,True,True,True,True,True,False,True,5808,5802.0,1.9293274532719806,0.3223304619089049,0.5243894706509309,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c031_hp110p319_vp5p597_combined.csv,B5D,b5c031_hp110p319_vp5p597_combined,1,110.319,5.597,True,True,17479,True,True,True,True,True,True,False,True,5832,5825.0,29.4186676743484,0.38547916436596097,0.01228128340881085,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c031_hp110p319_vp5p597_combined.csv,B5D,b5c031_hp110p319_vp5p597_combined,2,110.319,5.597,True,True,17479,True,True,True,True,True,True,False,True,5808,5802.0,1.9293274532719806,0.3223304619089049,0.5243894706509309,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c031_hp110p319_vp5p597\phase2_B5A_hp110p319m_vp5p59707mps_sp2deg_combined.csv,B5D,phase2_B5A_hp110p319m_vp5p59707mps_sp2deg_combined,1,110.319,5.597,True,True,17479,True,True,True,True,True,True,False,True,5832,5825.0,29.4186676743484,0.38547916436596097,0.01228128340881085,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c023_hp48p334_vp0p483_combined.csv,B5D,b5c023_hp48p334_vp0p483_combined,0,48.334,0.483,True,True,17480,True,True,True,True,True,True,False,True,5843,5837.0,0.20511972146414337,0.544187880293066,0.9692326268559555,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c023_hp48p334_vp0p483_combined.csv,B5D,b5c023_hp48p334_vp0p483_combined,1,48.334,0.483,True,True,17480,True,True,True,True,True,True,False,True,5834,5828.0,5.349978244663362,1.7604306559298948,0.5314293871197151,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c023_hp48p334_vp0p483_combined.csv,B5D,b5c023_hp48p334_vp0p483_combined,2,48.334,0.483,True,True,17480,True,True,True,True,True,True,False,True,5803,5797.0,0.8409669167485845,6.657984910036021,0.35997972697077785,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c023_hp48p334_vp0p483\phase2_B5A_hp48p3338m_vp0p483198mps_sp2deg_combined.csv,B5D,phase2_B5A_hp48p3338m_vp0p483198mps_sp2deg_combined,0,48.334,0.483,True,True,17480,True,True,True,True,True,True,False,True,5843,5837.0,0.20511972146414337,0.544187880293066,0.9692326268559555,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c023_hp48p334_vp0p483\phase2_B5A_hp48p3338m_vp0p483198mps_sp2deg_combined.csv,B5D,phase2_B5A_hp48p3338m_vp0p483198mps_sp2deg_combined,1,48.334,0.483,True,True,17480,True,True,True,True,True,True,False,True,5834,5828.0,5.349978244663362,1.7604306559298948,0.5314293871197151,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c023_hp48p334_vp0p483\phase2_B5A_hp48p3338m_vp0p483198mps_sp2deg_combined.csv,B5D,phase2_B5A_hp48p3338m_vp0p483198mps_sp2deg_combined,2,48.334,0.483,True,True,17480,True,True,True,True,True,True,False,True,5803,5797.0,0.8409669167485845,6.657984910036021,0.35997972697077785,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc003_hp261p140_vm2p836\phase2_B5A_hp261p14m_vm2p83614mps_sp2deg_combined.csv,B5A,phase2_B5A_hp261p14m_vm2p83614mps_sp2deg_combined,0,261.14,-2.836,True,True,17482,True,True,True,True,True,True,False,True,5838,5832.0,5.854552996650455,4.737362255164726,0.3776737418374978,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc003_hp261p140_vm2p836\phase2_B5A_hp261p14m_vm2p83614mps_sp2deg_combined.csv,B5A,phase2_B5A_hp261p14m_vm2p83614mps_sp2deg_combined,1,261.14,-2.836,True,True,17482,True,True,True,True,True,True,False,True,5828,5822.0,12.542505269448156,0.7982604547551091,0.4190793408197351,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc003_hp261p140_vm2p836_combined.csv,B5B,mc003_hp261p140_vm2p836_combined,2,261.14,-2.836,True,True,17482,True,True,True,True,True,True,False,True,5816,5809.0,4.127701520090341,1.1759817732151987,0.5173669543582946,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc003_hp261p140_vm2p836\phase2_B5A_hp261p14m_vm2p83614mps_sp2deg_combined.csv,B5A,phase2_B5A_hp261p14m_vm2p83614mps_sp2deg_combined,2,261.14,-2.836,True,True,17482,True,True,True,True,True,True,False,True,5816,5809.0,4.127701520090341,1.1759817732151987,0.5173669543582946,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc003_hp261p140_vm2p836_combined.csv,B5B,mc003_hp261p140_vm2p836_combined,0,261.14,-2.836,True,True,17482,True,True,True,True,True,True,False,True,5838,5832.0,5.854552996650455,4.737362255164726,0.3776737418374978,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc003_hp261p140_vm2p836_combined.csv,B5B,mc003_hp261p140_vm2p836_combined,1,261.14,-2.836,True,True,17482,True,True,True,True,True,True,False,True,5828,5822.0,12.542505269448156,0.7982604547551091,0.4190793408197351,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c016_hp86p233_vm5p063\phase2_B5A_hp86p2328m_vm5p06255mps_sp2deg_combined.csv,B5D,phase2_B5A_hp86p2328m_vm5p06255mps_sp2deg_combined,2,86.233,-5.063,True,True,17483,True,True,True,True,True,True,False,True,5803,5797.0,7.466047989335493,0.37119141426273927,0.08761469495220808,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c016_hp86p233_vm5p063\phase2_B5A_hp86p2328m_vm5p06255mps_sp2deg_combined.csv,B5D,phase2_B5A_hp86p2328m_vm5p06255mps_sp2deg_combined,1,86.233,-5.063,True,True,17483,True,True,True,True,True,True,False,True,5825,5819.0,11.36223159369547,4.2343375632272,0.8012913073980599,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c016_hp86p233_vm5p063_combined.csv,B5D,b5c016_hp86p233_vm5p063_combined,0,86.233,-5.063,True,True,17483,True,True,True,True,True,True,False,True,5855,5849.0,8.287421927227115,1.6643822847543106,0.657816290637129,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c016_hp86p233_vm5p063_combined.csv,B5D,b5c016_hp86p233_vm5p063_combined,1,86.233,-5.063,True,True,17483,True,True,True,True,True,True,False,True,5825,5819.0,11.36223159369547,4.2343375632272,0.8012913073980599,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c016_hp86p233_vm5p063_combined.csv,B5D,b5c016_hp86p233_vm5p063_combined,2,86.233,-5.063,True,True,17483,True,True,True,True,True,True,False,True,5803,5797.0,7.466047989335493,0.37119141426273927,0.08761469495220808,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c016_hp86p233_vm5p063\phase2_B5A_hp86p2328m_vm5p06255mps_sp2deg_combined.csv,B5D,phase2_B5A_hp86p2328m_vm5p06255mps_sp2deg_combined,0,86.233,-5.063,True,True,17483,True,True,True,True,True,True,False,True,5855,5849.0,8.287421927227115,1.6643822847543106,0.657816290637129,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c026_hp229p100_vp3p236\phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_combined.csv,B5A,phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_combined,0,229.1,3.236,True,True,17484,True,True,True,True,True,True,False,True,5846,5840.0,0.2835630711597332,0.5838032580695653,0.2973026073013898,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c026_hp229p100_vp3p236\phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_combined.csv,B5A,phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_combined,1,229.1,3.236,True,True,17484,True,True,True,True,True,True,False,True,5824,5817.0,0.16395803355044336,1.4891183941319923,0.47949306482769316,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c026_hp229p100_vp3p236_combined.csv,B5C,b5c026_hp229p100_vp3p236_combined,0,229.1,3.236,True,True,17484,True,True,True,True,True,True,False,True,5846,5840.0,0.2835630711597332,0.5838032580695653,0.2973026073013898,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c026_hp229p100_vp3p236\phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_combined.csv,B5A,phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_combined,2,229.1,3.236,True,True,17484,True,True,True,True,True,True,False,True,5814,5807.0,20.97343980415826,0.3824998246695941,0.5072638588244445,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c026_hp229p100_vp3p236_combined.csv,B5C,b5c026_hp229p100_vp3p236_combined,2,229.1,3.236,True,True,17484,True,True,True,True,True,True,False,True,5814,5807.0,20.97343980415826,0.3824998246695941,0.5072638588244445,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c026_hp229p100_vp3p236_combined.csv,B5C,b5c026_hp229p100_vp3p236_combined,1,229.1,3.236,True,True,17484,True,True,True,True,True,True,False,True,5824,5817.0,0.16395803355044336,1.4891183941319923,0.47949306482769316,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c028_hp98p422_vm4p869\phase2_B5A_hp98p4217m_vm4p86937mps_sp2deg_combined.csv,B5D,phase2_B5A_hp98p4217m_vm4p86937mps_sp2deg_combined,1,98.422,-4.869,True,True,17485,True,True,True,True,True,True,False,True,5826,5819.0,0.275952149368095,1.5844104179789156,0.14764749678579392,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c028_hp98p422_vm4p869\phase2_B5A_hp98p4217m_vm4p86937mps_sp2deg_combined.csv,B5D,phase2_B5A_hp98p4217m_vm4p86937mps_sp2deg_combined,0,98.422,-4.869,True,True,17485,True,True,True,True,True,True,False,True,5849,5843.0,1.0431754516066576,1.771791493056753,0.9229695209942292,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c026_hp216p564_vp2p798\phase2_B5A_hp216p564m_vp2p7985mps_sp2deg_combined.csv,B5D,phase2_B5A_hp216p564m_vp2p7985mps_sp2deg_combined,0,216.564,2.798,True,True,17485,True,True,True,True,True,True,False,True,5851,5845.0,9.18953432860144,0.5982773666698904,0.7216168225932051,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c026_hp216p564_vp2p798_combined.csv,B5D,b5c026_hp216p564_vp2p798_combined,1,216.564,2.798,True,True,17485,True,True,True,True,True,True,False,True,5829,5822.0,5.777042278459703,0.5433492687839134,0.28361415248946287,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c026_hp216p564_vp2p798\phase2_B5A_hp216p564m_vp2p7985mps_sp2deg_combined.csv,B5D,phase2_B5A_hp216p564m_vp2p7985mps_sp2deg_combined,2,216.564,2.798,True,True,17485,True,True,True,True,True,True,False,True,5805,5798.0,13.304781321414339,0.37384970217794944,0.5693749096753891,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c028_hp98p422_vm4p869_combined.csv,B5D,b5c028_hp98p422_vm4p869_combined,2,98.422,-4.869,True,True,17485,True,True,True,True,True,True,False,True,5810,5804.0,3.5252485518903995,0.35451294658355437,0.9277607287003775,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c028_hp98p422_vm4p869_combined.csv,B5D,b5c028_hp98p422_vm4p869_combined,1,98.422,-4.869,True,True,17485,True,True,True,True,True,True,False,True,5826,5819.0,0.275952149368095,1.5844104179789156,0.14764749678579392,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c028_hp98p422_vm4p869_combined.csv,B5D,b5c028_hp98p422_vm4p869_combined,0,98.422,-4.869,True,True,17485,True,True,True,True,True,True,False,True,5849,5843.0,1.0431754516066576,1.771791493056753,0.9229695209942292,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c026_hp216p564_vp2p798_combined.csv,B5D,b5c026_hp216p564_vp2p798_combined,2,216.564,2.798,True,True,17485,True,True,True,True,True,True,False,True,5805,5798.0,13.304781321414339,0.37384970217794944,0.5693749096753891,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c026_hp216p564_vp2p798\phase2_B5A_hp216p564m_vp2p7985mps_sp2deg_combined.csv,B5D,phase2_B5A_hp216p564m_vp2p7985mps_sp2deg_combined,1,216.564,2.798,True,True,17485,True,True,True,True,True,True,False,True,5829,5822.0,5.777042278459703,0.5433492687839134,0.28361415248946287,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c026_hp216p564_vp2p798_combined.csv,B5D,b5c026_hp216p564_vp2p798_combined,0,216.564,2.798,True,True,17485,True,True,True,True,True,True,False,True,5851,5845.0,9.18953432860144,0.5982773666698904,0.7216168225932051,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c028_hp98p422_vm4p869\phase2_B5A_hp98p4217m_vm4p86937mps_sp2deg_combined.csv,B5D,phase2_B5A_hp98p4217m_vm4p86937mps_sp2deg_combined,2,98.422,-4.869,True,True,17485,True,True,True,True,True,True,False,True,5810,5804.0,3.5252485518903995,0.35451294658355437,0.9277607287003775,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c005_hp157p702_vp5p565\phase2_B5A_hp157p702m_vp5p56514mps_sp2deg_combined.csv,B5D,phase2_B5A_hp157p702m_vp5p56514mps_sp2deg_combined,2,157.702,5.565,True,True,17486,True,True,True,True,True,True,False,True,5813,5807.0,1.2565880914808076,0.3011079565487762,0.5554494311436429,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc005_hm129p202_vp5p606_combined.csv,B5B,mc005_hm129p202_vp5p606_combined,1,-129.202,5.606,False,True,17486,True,True,True,True,True,True,False,True,5825,5818.0,21.765608519148373,0.3468504596519324,0.8688896329476847,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc005_hm129p202_vp5p606\phase2_B5A_hm129p202m_vp5p6059mps_sp2deg_combined.csv,B5A,phase2_B5A_hm129p202m_vp5p6059mps_sp2deg_combined,0,-129.202,5.606,False,True,17486,True,True,True,True,True,True,False,True,5847,5841.0,5.150322606223199,2.7800177263964088,0.5005024757701904,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c005_hp157p702_vp5p565\phase2_B5A_hp157p702m_vp5p56514mps_sp2deg_combined.csv,B5D,phase2_B5A_hp157p702m_vp5p56514mps_sp2deg_combined,1,157.702,5.565,True,True,17486,True,True,True,True,True,True,False,True,5829,5822.0,32.174374355872715,0.4244448915467274,0.19428223914292175,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc005_hm129p202_vp5p606_combined.csv,B5B,mc005_hm129p202_vp5p606_combined,2,-129.202,5.606,False,True,17486,True,True,True,True,True,True,False,True,5814,5807.0,5.895356807639473,0.3550006419663987,0.5188836065426585,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc005_hm129p202_vp5p606\phase2_B5A_hm129p202m_vp5p6059mps_sp2deg_combined.csv,B5A,phase2_B5A_hm129p202m_vp5p6059mps_sp2deg_combined,1,-129.202,5.606,False,True,17486,True,True,True,True,True,True,False,True,5825,5818.0,21.765608519148373,0.3468504596519324,0.8688896329476847,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc005_hm129p202_vp5p606_combined.csv,B5B,mc005_hm129p202_vp5p606_combined,0,-129.202,5.606,False,True,17486,True,True,True,True,True,True,False,True,5847,5841.0,5.150322606223199,2.7800177263964088,0.5005024757701904,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c005_hp157p702_vp5p565_combined.csv,B5D,b5c005_hp157p702_vp5p565_combined,0,157.702,5.565,True,True,17486,True,True,True,True,True,True,False,True,5844,5838.0,8.357279472376831,3.498641306355921,0.6521479696020833,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c005_hp157p702_vp5p565_combined.csv,B5D,b5c005_hp157p702_vp5p565_combined,2,157.702,5.565,True,True,17486,True,True,True,True,True,True,False,True,5813,5807.0,1.2565880914808076,0.3011079565487762,0.5554494311436429,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c005_hp157p702_vp5p565_combined.csv,B5D,b5c005_hp157p702_vp5p565_combined,1,157.702,5.565,True,True,17486,True,True,True,True,True,True,False,True,5829,5822.0,32.174374355872715,0.4244448915467274,0.19428223914292175,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_reports\mc005_hm129p202_vp5p606\phase2_B5A_hm129p202m_vp5p6059mps_sp2deg_combined.csv,B5A,phase2_B5A_hm129p202m_vp5p6059mps_sp2deg_combined,2,-129.202,5.606,False,True,17486,True,True,True,True,True,True,False,True,5814,5807.0,5.895356807639473,0.3550006419663987,0.5188836065426585,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c005_hp157p702_vp5p565\phase2_B5A_hp157p702m_vp5p56514mps_sp2deg_combined.csv,B5D,phase2_B5A_hp157p702m_vp5p56514mps_sp2deg_combined,0,157.702,5.565,True,True,17486,True,True,True,True,True,True,False,True,5844,5838.0,8.357279472376831,3.498641306355921,0.6521479696020833,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c015_hp122p534_vm2p974\phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_combined.csv,B5A,phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_combined,2,122.534,-2.974,True,True,17487,True,True,True,True,True,True,False,True,5798,5792.0,6.273287981719477,1.1483729544650032,0.510429954432766,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c029_hp283p266_vp6p772_combined.csv,B5D,b5c029_hp283p266_vp6p772_combined,1,283.266,6.772,True,True,17487,True,True,True,True,True,True,False,True,5823,5816.0,6.288125875300466,0.34132761279920487,0.21505531384900678,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c029_hp283p266_vp6p772_combined.csv,B5D,b5c029_hp283p266_vp6p772_combined,2,283.266,6.772,True,True,17487,True,True,True,True,True,True,False,True,5809,5802.0,32.656032763621624,1.8161638110063905,0.8916656488872832,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c029_hp283p266_vp6p772\phase2_B5A_hp283p266m_vp6p7722mps_sp2deg_combined.csv,B5D,phase2_B5A_hp283p266m_vp6p7722mps_sp2deg_combined,2,283.266,6.772,True,True,17487,True,True,True,True,True,True,False,True,5809,5802.0,32.656032763621624,1.8161638110063905,0.8916656488872832,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c032_hp197p674_vm6p911\phase2_B5A_hp197p674m_vm6p91099mps_sp2deg_combined.csv,B5D,phase2_B5A_hp197p674m_vm6p91099mps_sp2deg_combined,2,197.674,-6.911,True,True,17487,True,True,True,True,True,True,False,True,5808,5802.0,0.018290498068381567,0.43271789176083075,0.7182679628676851,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c029_hp283p266_vp6p772\phase2_B5A_hp283p266m_vp6p7722mps_sp2deg_combined.csv,B5D,phase2_B5A_hp283p266m_vp6p7722mps_sp2deg_combined,0,283.266,6.772,True,True,17487,True,True,True,True,True,True,False,True,5855,5848.0,1.0745709753718984,0.1710084866131183,0.570352179078327,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c015_hp122p534_vm2p974\phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_combined.csv,B5A,phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_combined,1,122.534,-2.974,True,True,17487,True,True,True,True,True,True,False,True,5829,5823.0,0.3185484161695058,0.47346014073718834,0.4027420882266597,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c032_hp197p674_vm6p911\phase2_B5A_hp197p674m_vm6p91099mps_sp2deg_combined.csv,B5D,phase2_B5A_hp197p674m_vm6p91099mps_sp2deg_combined,1,197.674,-6.911,True,True,17487,True,True,True,True,True,True,False,True,5828,5822.0,1.934090208302223,3.7124762479450055,0.7395759968931088,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c029_hp283p266_vp6p772_combined.csv,B5D,b5c029_hp283p266_vp6p772_combined,0,283.266,6.772,True,True,17487,True,True,True,True,True,True,False,True,5855,5848.0,1.0745709753718984,0.1710084866131183,0.570352179078327,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c032_hp197p674_vm6p911\phase2_B5A_hp197p674m_vm6p91099mps_sp2deg_combined.csv,B5D,phase2_B5A_hp197p674m_vm6p91099mps_sp2deg_combined,0,197.674,-6.911,True,True,17487,True,True,True,True,True,True,False,True,5851,5845.0,7.103002912248485,2.560382300756828,0.9988282031918061,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c032_hp197p674_vm6p911_combined.csv,B5D,b5c032_hp197p674_vm6p911_combined,0,197.674,-6.911,True,True,17487,True,True,True,True,True,True,False,True,5851,5845.0,7.103002912248485,2.560382300756828,0.9988282031918061,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c032_hp197p674_vm6p911_combined.csv,B5D,b5c032_hp197p674_vm6p911_combined,1,197.674,-6.911,True,True,17487,True,True,True,True,True,True,False,True,5828,5822.0,1.934090208302223,3.7124762479450055,0.7395759968931088,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c032_hp197p674_vm6p911_combined.csv,B5D,b5c032_hp197p674_vm6p911_combined,2,197.674,-6.911,True,True,17487,True,True,True,True,True,True,False,True,5808,5802.0,0.018290498068381567,0.43271789176083075,0.7182679628676851,
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c015_hp122p534_vm2p974\phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_combined.csv,B5A,phase2_B5A_hp122p534m_vm2p97359mps_sp2deg_combined,0,122.534,-2.974,True,True,17487,True,True,True,True,True,True,False,True,5860,5854.0,3.251768433943653,3.1143268198120495,0.13688248374819523,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c015_hp122p534_vm2p974_combined.csv,B5C,b5c015_hp122p534_vm2p974_combined,2,122.534,-2.974,True,True,17487,True,True,True,True,True,True,False,True,5798,5792.0,6.273287981719477,1.1483729544650032,0.510429954432766,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c015_hp122p534_vm2p974_combined.csv,B5C,b5c015_hp122p534_vm2p974_combined,0,122.534,-2.974,True,True,17487,True,True,True,True,True,True,False,True,5860,5854.0,3.251768433943653,3.1143268198120495,0.13688248374819523,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c029_hp283p266_vp6p772\phase2_B5A_hp283p266m_vp6p7722mps_sp2deg_combined.csv,B5D,phase2_B5A_hp283p266m_vp6p7722mps_sp2deg_combined,1,283.266,6.772,True,True,17487,True,True,True,True,True,True,False,True,5823,5816.0,6.288125875300466,0.34132761279920487,0.21505531384900678,
store\data_saved\phase2_B5C_local_envelope_validation\combined\b5c015_hp122p534_vm2p974_combined.csv,B5C,b5c015_hp122p534_vm2p974_combined,1,122.534,-2.974,True,True,17487,True,True,True,True,True,True,False,True,5829,5823.0,0.3185484161695058,0.47346014073718834,0.4027420882266597,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c044_hp440p893_vm6p434\phase2_B5A_hp440p893m_vm6p43439mps_sp2deg_combined.csv,B5D,phase2_B5A_hp440p893m_vm6p43439mps_sp2deg_combined,1,440.893,-6.434,True,True,17488,True,True,True,True,True,True,False,True,5823,5817.0,5.006637601709372,0.6946294148567631,0.7395672543498222,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c044_hp440p893_vm6p434_combined.csv,B5D,b5c044_hp440p893_vm6p434_combined,2,440.893,-6.434,True,True,17488,True,True,True,True,True,True,False,True,5812,5805.0,9.64514963981128,0.010269891927919161,0.6098971117535257,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c044_hp440p893_vm6p434_combined.csv,B5D,b5c044_hp440p893_vm6p434_combined,1,440.893,-6.434,True,True,17488,True,True,True,True,True,True,False,True,5823,5817.0,5.006637601709372,0.6946294148567631,0.7395672543498222,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c044_hp440p893_vm6p434\phase2_B5A_hp440p893m_vm6p43439mps_sp2deg_combined.csv,B5D,phase2_B5A_hp440p893m_vm6p43439mps_sp2deg_combined,0,440.893,-6.434,True,True,17488,True,True,True,True,True,True,False,True,5853,5847.0,14.456226585731201,4.369489490826027,0.33269518609449733,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c044_hp440p893_vm6p434_combined.csv,B5D,b5c044_hp440p893_vm6p434_combined,0,440.893,-6.434,True,True,17488,True,True,True,True,True,True,False,True,5853,5847.0,14.456226585731201,4.369489490826027,0.33269518609449733,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c044_hp440p893_vm6p434\phase2_B5A_hp440p893m_vm6p43439mps_sp2deg_combined.csv,B5D,phase2_B5A_hp440p893m_vm6p43439mps_sp2deg_combined,2,440.893,-6.434,True,True,17488,True,True,True,True,True,True,False,True,5812,5805.0,9.64514963981128,0.010269891927919161,0.6098971117535257,
store\data_saved\phase2_B5D_tight_local_envelope_validation\case_reports\b5c046_hp1p809_vm0p086\phase2_B5A_hp1p80927m_vm0p0859789mps_sp2deg_combined.csv,B5D,phase2_B5A_hp1p80927m_vm0p0859789mps_sp2deg_combined,1,1.809,-0.086,True,True,17489,True,True,True,True,True,True,False,True,5821,5815.0,2.2104123651552072,0.7845831059128159,0.10566737489716616,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc006_hp143p865_vm0p634_combined.csv,B5B,mc006_hp143p865_vm0p634_combined,2,143.865,-0.634,True,True,17489,True,True,True,True,True,True,False,True,5814,5808.0,2.1334272748172225,4.107556451283926,0.5252224252035376,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc006_hp143p865_vm0p634_combined.csv,B5B,mc006_hp143p865_vm0p634_combined,1,143.865,-0.634,True,True,17489,True,True,True,True,True,True,False,True,5822,5816.0,8.446248294396355,0.5351379018688931,0.10590854301699437,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\combined\mc006_hp143p865_vm0p634_combined.csv,B5B,mc006_hp143p865_vm0p634_combined,0,143.865,-0.634,True,True,17489,True,True,True,True,True,True,False,True,5853,5847.0,1.8674604489133344,0.8920359039159393,0.7747952410645667,
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c046_hp1p809_vm0p086_combined.csv,B5D,b5c046_hp1p809_vm0p086_combined,1,1.809,-0.086,True,True,17489,True,True,True,True,True,True,False,True,5821,5815.0,2.2104123651552072,0.7845831059128159,0.10566737489716616,
